True Sentiment,Tweet ID,Tweet
negative,1.23706683729423E+018,A Youtuber who recently made a racist remark regarding BTS by relating them to Corona virus will now be making a vi… https://t.co/DgYkJSqyBP
positive,1.22100552447433E+018,Received a citation from The honorable governor of #Jharkhand as the three best District Election Officer for the L… https://t.co/tfgj6IDkQ5
neutral,1.2366384897115E+018,Not Available
negative,1.23390217053532E+018,"I know #Coronavirus is spreading outside of China, but total active cases are still falling.  Active cases are the… https://t.co/z8ixk8K7XE"
positive,1.23634778016937E+018,Suicide is killing more people than Coronavirus. How about we all stock up on smiling at strangers instead?
positive,1.22409627191427E+018,Not Available
neutral,1.23654560510893E+018,"There are about 10,000 doctor vacancies and 43,000 nurse vacancies in the NHS.  This is not a problem that will be… https://t.co/P2mr2Wf3Jh"
negative,1.23701123727332E+018,Not Available
negative,1.2335380423146E+018,I guess I should tag the news organizations? @WGNNews @nbcchicago @ABC7Chicago @cbschicago Should I also tag the… https://t.co/kgOlsjH2ip
neutral,1.2364480323983E+018,"NBA team doctors and trainers will have a conference call on Monday morning to discuss next steps with coronavirus,… https://t.co/pXsoZXDMpb"
neutral,1.23249116420218E+018,"Not just anyone can pull off these bad boys, but I kinda feel  I can 😉 https://t.co/CsnBZxyPbj"
negative,1.22365831747976E+018,America’s Greatest President is trending.  Glad people are remembering and honoring President Obama.
negative,1.22228432624464E+018,"Fearful their tax cuts are in jeopardy, wealthy Koch donors plan to spend big to hold GOP Senate Majority in 2020 -… https://t.co/asPa4IIew6"
negative,1.22115657183032E+018,The reaction to the Joe Rogan endorsement is a perfect encapsulation of why progressives will probably lose this election.
neutral,1.23603862695945E+018,Not Available
neutral,1.2367100420589E+018,The nonchalance with which people Are like “corona only kills old people”makes me realize how much some of you truly hate your parents.
positive,1.22357384822367E+018,key Senate Republicans who voted against Witnesses in Trump's impeachment are behind in polls to democrats  John Hi… https://t.co/fjXN9HDSyf
neutral,1.23645516389797E+018,"Wait, why is #cornoravirus trending, I'm 100% sure it's spelled ""coronavirus"" 🤔 https://t.co/IuqMgwljSS"
negative,1.23306755697967E+018,Corona virus is basically the flu. Is every flu season a pandemic?  There are literally millions and millions of ac… https://t.co/AAVA1kSE8a
positive,1.22408668770749E+018,Not Available
positive,1.22421616101076E+018,Birthday girl🥰❤️  @jeorella__ https://t.co/qtldCSJPfr
positive,1.23489576141611E+018,Not Available
neutral,1.22261885613866E+018,Not Available
negative,1.23321996977051E+018,Trump thinks #COVIDー19 is causing the stock market to drop.  It’s not.   What’s causing it to drop is that there’s… https://t.co/m4JdkYuxpT
neutral,1.22410280999135E+018,Not Available
negative,1.23424534857249E+018,Not Available
negative,1.23815068428274E+018,"So Dr. Fauci not only admits honestly that we are failing on testing, but doing worse than other countries.  Ugh. N… https://t.co/jegUDsoISA"
neutral,1.23591899724744E+018,Coronavirus? Who’s afraid? https://t.co/nNIxVwwGLB
neutral,1.22228494467805E+018,Sen. Dianne Feinstein Leans Toward Voting for Trump Acquittal https://t.co/Ty2KAbO16s
positive,1.23708181967533E+018,Proud to be Somali. Proud to be African. Proud to be British. https://t.co/VY41Kz9y4j
positive,1.22299251402764E+018,"Get ready for even more surprise reveals, steamy romances, and heartwarming moments from #YR, because we've got big… https://t.co/J657sp0MBi"
negative,1.22309968754619E+018,"BREAKING: “Our country is in great danger,” Senator @maziehirono tells Rachel Maddow after Lamar Alexander says Tru… https://t.co/f4VJW1Jubz"
positive,1.23912748715998E+018,Not Available
neutral,1.23824184301763E+018,No person in America should ever have to go to work sick so they can feed their babies or pay rent. We need to guar… https://t.co/E0lmS9KPjO
negative,1.22361791810317E+018,"On this first day of #BlackHistoryMonth let us honor America's Greatest President, Barack Hussein Obama. https://t.co/DqdL4V2Ype"
neutral,1.23790453693875E+018,The time @AngelaKinsey hit Phyllis in the face with @SteveCarell ‘s Golden Globe. Full story in today’s episode of… https://t.co/THHLBlM4bR
positive,1.23849435166536E+018,The last thing struggling workers should have to worry about during the coronavirus outbreak is falling behind on t… https://t.co/F5XMNOMZxT
negative,1.237036014193E+018,Look at these couple of losers failing to force-heal like my perfect Rey. https://t.co/3C7o3nuLU4
negative,1.22229242577286E+018,President Trump has spent the past three years breaking promises and taking our country backwards by embracing hate… https://t.co/JWOpRoW53e
negative,1.23319847115651E+018,"So, we’ve started to receive medical bills from our stay in isolation, which I did not expect. So I’m opening up my… https://t.co/8OmAP8yg7c"
positive,1.22411478775326E+018,ITS MY 20TH BIRTHDAY!! https://t.co/xBhqdwE7u5
negative,1.23632872029993E+018,"Joy Reid in disbelief as Trump supporter calls coronavirus a ""hoax"" that no one has actually died from. #ctl #p2… https://t.co/sdSsJLLxBc"
neutral,1.23613324595323E+018,#BREAKING -  Florida Department of Health officials have confirmed two new cases of #coronavirus in Broward County. https://t.co/c9aitf4y4V
negative,1.2344467783318E+018,"Today, Israeli Arabs can do what NO OTHER Arab citizens in the Middle East get the opportunity to do.  They can wal… https://t.co/cU5b4t5e7J"
positive,1.22381320621443E+018,Not Available
negative,1.22110708696196E+018,Just a reminder that Trump wasn’t elected by the people - he was selected by the Electoral College   The Electoral… https://t.co/W9ws7qsquc
positive,1.22337900096316E+018,Not Available
negative,1.23849618544018E+018,.@WHO has named the  #covid19 outbreak a “pandemic.”    Our host and WHO Goodwill Ambassador @jameschau dives into… https://t.co/nXdwmvgLzf
negative,1.22227303931788E+018,@MysterySolvent A friend of mine was filming a show spot at a Trump rally and said the loudspeakers repeat things l… https://t.co/Y6XllzuYNy
neutral,1.22293449512219E+018,"Really, BJP? You're gonna call a democratically elected chief minister a #Terrorist?? Do you 1. Not know the differ… https://t.co/03c4aB2Eab"
positive,1.23337017126542E+018,The start of the tour always feels like the first day back at school! Atlantic City are you ready?! 🔥🔥🙏🏽
neutral,1.23819726375267E+018,"Those with tickets for Broadway performances through April 12, 2020 should contact their point of purchase for refu… https://t.co/fWWGQnOu97"
positive,1.22407934201735E+018,"Sorry if I botched it, B-ARMY. 🙈 I had to watch Samba tutorials on YouTube to do this for Hobi. I hope he knows how… https://t.co/07auO63e3l"
positive,1.23301007025606E+018,if you don’t feel so well little nyoomgi is here to ease your heart~ 💜  #bts #yoongi #suga https://t.co/dJIpkGfgPF
neutral,1.23346044640288E+018,Some strange and alarming characteristics of the #Coronavirus:  - An HIV-like mutation helps it infect human cells… https://t.co/ZfwlKd9btb
positive,1.23745824524721E+018,Sum Agent Stone doodles 💕 I love him and hope we see more of him in the sequel 🥺🙏 #SonicMovie https://t.co/8ztCGEYtr1
neutral,1.23825775336328E+018,A quick update as we await the vote on a bill to put #FamiliesFirst including:   🏥Establish FREE coronavirus tests… https://t.co/vh5BwiTJ0F
negative,1.23521840431702E+018,"Whatever happens from here, I’ll always be grateful to Bernie for being the only candidate with a policy platform t… https://t.co/E6IR7MDCcX"
negative,1.23621627048536E+018,Not Available
positive,1.22376314865158E+018,"Me: *puts down flowers, chocolate and beer on checkout counter*  Cashier: Nice! Who’s that for?  Me: My wife. She’s… https://t.co/C4e0BhdJ8A"
positive,1.22444562810254E+018,You can’t watch @taylorswift13’s #MissAmericana and not be inspired to register and vote. Film ends with her new so… https://t.co/DK7xsV6gec
negative,1.23656282929938E+018,".@chrislhayes: ""We have had three months to prepare for the coronavirus to come to the US since the outbreak starte… https://t.co/91GWRonxOX"
negative,1.2328911497377E+018,Not Available
negative,1.23961544185879E+018,"When you elect a game show host to do the hardest job in the world, don’t be surprised when he reacts to a crisis w… https://t.co/C1lpaVRWgp"
negative,1.23650715405357E+018,⚠️A staff member at Aegis Living Marymoor—a senior-care facility in Redmond #Washington—tested positive for… https://t.co/YTdtnyZkeA
neutral,1.22144344313167E+018,"We have one of the highest levels of immigration in the EU and yet our journalists, even in a General Election camp… https://t.co/bzezFUE68S"
positive,1.23718795863502E+018,Working at the Persona 5 Royal booth as Joker! I met the cutest little Nezuko cosplayer who is 3 years old. My hear… https://t.co/tVzKqZsHZn
negative,1.23725683326337E+018,"The nerve of Andrew, son of the monarch, refusing to cooperate with FBI and hiring the best lawyer to protect his R… https://t.co/hElGuDSGed"
neutral,1.23558085052123E+018,"Trudeau’s Liberals can’t get dangerous protesters off train tracks for weeks, but NS Liberals just pushed a Bill to… https://t.co/HbnQxMw0uy"
negative,1.22364402245698E+018,so we are told we have fake news  ..i guess now we have a Fake Senate https://t.co/UEm9PrM42O
positive,1.23648683113656E+018,"Due to the Coronavirus situation, the Japanese tour is being cancelled &amp; rescheduled. We were really looking forwar… https://t.co/p0VXi5DLMt"
negative,1.23502222518025E+018,"i feel absolutley insane, biden is incapable of forming a complete thought without a teleprompter, how is this not… https://t.co/cFdqSioB9l"
positive,1.22412210472922E+018,"Did you catch me in @OlaySkin’s #SuperBowlLIV commercial? Don’t forget, every tweet using #MakeSpaceForWomen, Olay… https://t.co/bYgE0A7sN2"
positive,1.23632573732353E+018,Not Available
neutral,1.23744590388104E+018,Masturbation is addictive I know that personally I’m a recovering addict🥺 it’s been two year since I have been clea… https://t.co/ASD5NOT33J
positive,1.22263356310911E+018,"You literally fucking lost the most winnable election in 2016.  If you really want to defeat Trump, get out of our… https://t.co/ydXeSub2iE"
neutral,1.23455796852956E+018,normal people kissing:  •sensual •butterflies in ur stomach  •ur the only two people in the world  people with glas… https://t.co/LMWbB3rzdO
negative,1.22262135326775E+018,President Trump Blasts CNN’s Don Lemon Over On-Air Mocking Of Trump Supporters https://t.co/kgIJSsmNYV #OANN https://t.co/lOxURX8yLP
neutral,1.22229495696384E+018,Will Chief Justice John Roberts sell he legacy and his soul for Trump? https://t.co/sFouXOZM0A
negative,1.22226969520784E+018,How can Republicans claim they care what the American people think when 75% of Americans want witnesses to testify… https://t.co/dW6mH91Qgh
positive,1.23634259596337E+018,what if @AmazonStudios or @netflix or @Apple just bought all the films from @sxsw and did a sxsw x streamer film fe… https://t.co/ila1fzOHxR
negative,1.23944245969391E+018,INEFFECTIVE WILDLIFE LAWS!!GRAPHIC CONTENT!This is Ahmed Shah hamdani DC Rahim yaar khan's host for illegal hunting… https://t.co/kKLmEbWRtr
positive,1.22414175739646E+018,Sweet Jesus.  #SBLIV https://t.co/MEzK66nUxd
negative,1.23665008699142E+018,"#WAState Voters🚨  47,000 ballots have been rejected bc voters are failing to check a party declaration box on the o… https://t.co/M4v1RCQNjj"
positive,1.23806888312426E+018,Mark Cuban plans to set up a program to pay Dallas arena workers amid NBA season suspension due to #COVID19  Full s… https://t.co/k7pB0E7gF6
negative,1.23343625830051E+018,WATCH: President Trump was called the FIRST BLACK PRESIDENT at the Black History Month White House roundtable:  “I… https://t.co/5QKf4lODtx
negative,1.22338605878997E+018,Not Available
positive,1.23869415484403E+018,Secret’s out: Meet the newest BENCH/babe— Francine Diaz #BENCHEveryday https://t.co/DyHptZBJ0A
negative,1.23733158333138E+018,Not Available
positive,1.22413051930822E+018,President @realDonaldTrump has a lot more to brag about in his #SuperBowl political ad other than commuting the sen… https://t.co/iCTlpGIErl
negative,1.22311500229646E+018,Stop calling him a gunman - he is called a TERRORIST. #JamiaShooting
positive,1.23301064440595E+018,Not Available
neutral,1.22028056907192E+018,Excellent meeting with President @BarhamSalih. #NATO is committed to working closely with the Iraqi government to s… https://t.co/4H0TrFYyHb
positive,1.22400889075863E+018,Happy 17th Birthday #Gnuggit!!! Love you to the moon and back. And back again. 🎂🎉❤🐶 #dog #dogs #seniordog… https://t.co/xc3vkUiLYC
negative,1.23647395901463E+018,Florida coronavirus death in Rep. Matt Gaetz’s district comes days after criticisms he made light of epidemic - The… https://t.co/Dwf8S9VX8I
positive,1.23744632516527E+018,This little man is already 4 years old.  How quick it goes 😍 love you my big boy https://t.co/esxFcmFU50
positive,1.22262353369343E+018,CONTRACT SIGNED AND DELIVERED! Ya' girl has an official Broadcast Deal. My little film #MEETINGBROWN will be seen a… https://t.co/RzwsBGH3Dl
positive,1.23275728575735E+018,Gwen makes me feel pretty https://t.co/b5miMeYyC8
neutral,1.22346765422218E+018,I totally respect that Rashida Tlaib backs Bernie. I respect all Bernie voters. I respect every Democrats choice of… https://t.co/RM2skWQCHe
negative,1.23711656913574E+018,"An 11 year old arrested for being drunk and disorderly, but not her gang of abusers.   The handling of this abuse m… https://t.co/IbREr9Y4i2"
negative,1.22412984971287E+018,Not Available
positive,1.23237213419593E+018,The Lyons are back.  Watch the final ten episodes of #Empire next Tuesday at 9/8c. https://t.co/GJlYBOcbWb
positive,1.23826290430404E+018,"New story: @kevinlove has pledged $100,000 to aid displaced arena workers during the NBA's suspension in response t… https://t.co/NZJcGs1qwO"
negative,1.22365648895632E+018,"I don't ever remember America's Greatest Presidents calling themselves ""America's Greatest President"".  Here's to y… https://t.co/NR5zcmHMnO"
negative,1.22360058037278E+018,"@realDonaldTrump @LouDobbs Did you really just call yourself ""America's Greatest President""? Have you no shame? No… https://t.co/gSP2IrpH2x"
neutral,1.23856634787479E+018,You guys I'm starting to think we shouldn't have elected a game show host who has never in his life shown the sligh… https://t.co/tup0H0V6Hs
positive,1.23252045756531E+018,Dear furreinds! Mommy has some icky virus thingy that is making her cough and stuff. Could I please request a… https://t.co/owoLjGo8Va
negative,1.22442903182461E+018,Say a prayer for Jimmy Garoppolo as he endures what will be some absolutely brutal film sessions from the Super Bow… https://t.co/ENCIQtyoAg
negative,1.22326749051346E+018,"There’s no question the failure to call witnesses will help Democrats. When Bolton testifies in the House, it’ll be… https://t.co/w809DRqQwf"
positive,1.23776625871786E+018,Let's all take a moment today to thank the nation's health care workers who are on the front lines of the #COVID19… https://t.co/Qx4ulP6mkV
positive,1.2374414206145E+018,"Rest in power to the martyr Rachel Corrie, who—17 years ago today—was crushed to death by an Israeli bulldozer as s… https://t.co/0XQWe0wwnA"
neutral,1.23644537136846E+018,Buy ammo &gt; Buy sanitizer #coronavirus #COVID19 #CoronavirusUSA
negative,1.2375471831943E+018,Simon Bridges really really really wants low wage workers to bear the brunt of Covid 19. #nzpol
positive,1.23480622293266E+018,"A year ago today, I stood on the edge and looked down into the darkness. I thought it was the end. In fact it was t… https://t.co/1lDlsUCBP0"
negative,1.2365352347215E+018,Firstly Ladakh isn’t Kashmir and secondly deliberate misleading fabrication can’t be called Journalism.😃 https://t.co/d5Mjf2NEQI
positive,1.23705545740073E+018,On My Block fans &gt;&gt;&gt;&gt;&gt;   Point. Blank. Periodt.   2 more days....
positive,1.23588879644243E+018,"To celebrate the release of @QuentinBlakeHQ's gorgeous new book #TheWeed, we're giving away a SIGNED copy! RT and F… https://t.co/kt2Lp1BGxt"
negative,1.22230338664678E+018,NYT confirms: Mitch McConnell told a closed-door meeting of Republicans that he did not currently have the votes to… https://t.co/TR1ZkmmBbP
neutral,1.23608377662035E+018,Corona virus symptoms:  *fever *cough *difficulty breathing *pneumonia in both lungs  Everyone: buys toilet paper
positive,1.23613970462773E+018,"After talking to several friends, I realize many ppl still aren't prepared for the societal impacts of coronavirus.… https://t.co/W5pk2r8Zn9"
negative,1.23926469747348E+018,"Some people who recover from the coronavirus might be left with '20 to 30%' less lung function, and gasping for bre… https://t.co/bTmFQqGC6p"
positive,1.22255540197731E+018,File under The Cost of Being a Woman Writer on the Internet...  I got this “fan mail” in my inbox and my first thou… https://t.co/wc9Ejb6qbq
positive,1.2233522666457E+018,Big immigration news today: Trump administration expands the policy known as the travel ban to bar immigration from… https://t.co/2ySJdxSNko
negative,1.23629784122987E+018,"US govts “incapacity to conduct widespread testing slowed diagnoses, creating chains of infection. It also deprived… https://t.co/jXvP3gduS0"
neutral,1.23783116669211E+018,It happened in just 19 days. Officially the fastest bear market ever.   https://t.co/7zdjJWcPow https://t.co/ShhFjHYYR9
neutral,1.23558243262509E+018,"Happy #WorldBookDay 📚We're giving away 14 book bundles! To enter: follow @vouchercodesuk, RT the tweet and tell us… https://t.co/yy56QK6Wqj"
positive,1.23754376373361E+018,just chillin waiting for season 3 to drop like... https://t.co/6gvbuPSbdx
positive,1.2386016724543E+018,This is the medical team from Wuhan responsible for recovering 50K+ patients in just a few months. They're now risk… https://t.co/v5yWRCK0Gs
neutral,1.2236204761127E+018,"With Republican elected officials in full acquiescence mode, Republican donors in full rationalization mode, and Re… https://t.co/TeNV0LxBDK"
negative,1.23776048107661E+018,Can you see how other countries value people more when it comes to Statutory Sick Pay (SSP)?   Ireland - £266 per w… https://t.co/szCEHFJPvQ
neutral,1.23269187528028E+018,Never let your cats watch anime... https://t.co/GoQxLokDyN
negative,1.22288540441378E+018,What if Trump loses the 2020 election but refuses to leave? He says it was rigged and promotes conspiracy theories… https://t.co/GqrLMDcqPp
neutral,1.2222009351596E+018,After I opened an investigation into whether Donald Trump meddled in the criminal investigation into Turkish-owned… https://t.co/mYPtkWio3V
negative,1.22218040381084E+018,"Since Boris Johnson won the General Election, he's given  • NHS contracts to the USA • NE England Metro contract to… https://t.co/hk22NqvDyp"
negative,1.23968849924845E+018,WWE is going to host WrestleMania at the PC.
neutral,1.22193124804787E+018,choose yr 2020 lifestyle (you have £10):  £30 - a normal sleep cycle £5 - some coffee £15 - hope for the future £40… https://t.co/fTHUuhmDHr
negative,1.23648133184186E+018,"Trump is going to get people killed. A lot of people. This is getting scary—not the Coronavirus, but how the White… https://t.co/EWjmeFKul1"
negative,1.23596003231291E+018,"In a time of intense partisanship, Republicans &amp; Democrats came together in a matter of days, reached an agreement… https://t.co/fdwNFfhzdh"
neutral,1.22310310105952E+018,"It's going to be hard to ""let the voters decide"" given that this entire impeachment has been about Trump trying to RIG THE FUCKING ELECTION"
neutral,1.23607455131177E+018,Chipotle workers have gone on strike to protest the company making them work while sick as conoravirus spreads. https://t.co/2tG2DudzOT
neutral,1.22221997349958E+018,I think @realDonaldTrump needs a nickname. How ya’ll feel about Donald “Limprick” Trump?
negative,1.23721633893603E+018,Not Available
neutral,1.23649008004424E+018,"I have been hearing a lot that ""casuals are paid more than permanents"" so they shouldn't get sick leave. Actually,… https://t.co/neM44EAjsS"
positive,1.23736590012847E+018,So  #Dealornodeal9ja is officially in Nigeria and I would be your host 😉   So for@those that have been saying I nee… https://t.co/aIfwM44YGk
positive,1.23692720039947E+018,Not Available
positive,1.23387534891737E+018,"1. The novel #coronavirus #COVID19 is here in the US and circulating in the community. It can feel scary, and the p… https://t.co/u2mQ4OGeZ7"
neutral,1.23317522691933E+018,Not Available
neutral,1.23717532659526E+018,Not Available
negative,1.223674374064E+018,"President @realDonaldTrump is presiding over a political movement.  In real America, we see him making changes that… https://t.co/FMEFeIsqGO"
neutral,1.23563249911335E+018,"As I’ve said for years, sadly the issue of #Islamophobia runs deep &amp; wide @Conservatives From MPs to members its a… https://t.co/hFeVkirEhr"
neutral,1.23683468254686E+018,Not Available
neutral,1.23424114815723E+018,I feel that the first words/statement on your twitter bio is so telling and insightful 🧐🤔☺️  What is the first thin… https://t.co/VhWJfU3Lak
positive,1.23781197483209E+018,"Just as Merlin is famous in European lore as a great wizard, so too do we find mages, witches, sorcerers, and sorce… https://t.co/kuxXh0X3bg"
positive,1.2328390736408E+018,HWAITING! Ep. #3 is out now on Facebook Watch. 🔥  LET'S PLAY JENGA: https://t.co/ZAYUslObzK  It's gonna be a dizzy… https://t.co/SELRW32x5d
negative,1.23639399723457E+018,One thing the threat of the #Coronavirus outbreak has made clear is that we must stop relying on China for critical… https://t.co/JYFZxDS8QJ
negative,1.22326518078979E+018,"@mkraju Does old man @SenAlexander realize that @realDonaldTrump is actively trying to rig the election, therefore,… https://t.co/luzPOf8jdM"
negative,1.22224344525281E+018,This is not a plan for peace. It’s the latest in a series of Trump actions that have set back prospects for peace b… https://t.co/YQ1RRxyGE2
positive,1.23715510141814E+018,"After #coronavirus outbreak is over, I hope the world's med societies &amp; schools of #PublicHealth establish a prize… https://t.co/vEiAMCcL49"
neutral,1.23755158633266E+018,"BREAKING:  Joe Biden is projected to win Michigan, Missouri, &amp; Mississippi  This almost ensures that the most  corr… https://t.co/QEhKFN3VKi"
negative,1.23735009557164E+018,Fox News viewers take the red pill. In the Republican matrix Corona is a Democratic hoax. Gaslighting as a weapon o… https://t.co/iDBQjyh0AB
negative,1.22399897093612E+018,"People seriously still think that shooting a terrorist dead is to extreme 🙈🙈. It’s simple, don’t carry a fucking we… https://t.co/i4vjSuH212"
positive,1.22412218344787E+018,Not Available
neutral,1.23321504908011E+018,Not Available
neutral,1.23709220953654E+018,Not Available
negative,1.2363706235653E+018,Not Available
negative,1.224104609872E+018,Not Available
negative,1.2212077708018E+018,Not Available
positive,1.23658828542793E+018,Happy Birthday to me! Happy Birthday to me! Happy Birthday dear Olliiieeee Happy Birthday to me!  I’m 5 years old t… https://t.co/plY48r8P5H
negative,1.22223374219186E+018,The Supreme Court’s decision to grant the Trump Admin more time to advance its cruel &amp; unlawful attacks on immigran… https://t.co/gb7d3UX0qh
positive,1.23763403974349E+018,"My birthday today so let’s fucking twat these Paella eating, horrible donkey throwing, Bull fighting, fat waitering… https://t.co/I2pzmDHQhG"
neutral,1.22353758924154E+018,I've had it with the BBC. There is nothing on there I watch anymore. The news is openly biased. My new TV allows me… https://t.co/QIQYqfcIFP
positive,1.23501764452633E+018,Well @PeteButtigieg you asked and I got it done. Not the day I expected but I trust you and still wna live in that… https://t.co/jW3M3ydKlU
neutral,1.22248766989835E+018,Did Ukraine try to influence the 2016 election against Donald Trump by releasing a document that might have been as… https://t.co/f75FbHpEjv
negative,1.23649450644845E+018,Donald Trump's night so far:  - Trump may have been exposed to coronavirus by Matt Schlapp - Maybe Trump will take… https://t.co/wDiXMefPtI
neutral,1.23609995271312E+018,Not Available
negative,1.23653214369584E+018,Trump Flatly Admits He’d Leave Americans Stranded to Hold Coronavirus Numbers Static  The president is purposely do… https://t.co/TRWHFDb7Sb
neutral,1.22224819193398E+018,Why do they say removing trump tears up the ballots of 2016? Trump broke constitutional laws after the election- af… https://t.co/oqEEUrmLvQ
negative,1.22222440744528E+018,Trump’s “good job on her” comment and Pompeo’s action towards a NPR reporter must be rebuked by Republicans.  This… https://t.co/xyOXZwUIlx
negative,1.22224210042053E+018,"Netanyahu, who is under indictment, and Trump, who is impeached and on trial, presented a Middle East peace plan th… https://t.co/zyBo00FqZi"
neutral,1.22337884858848E+018,Move for a mistrial  Really astonishing that this person actually gets paid by one of the biggest news publicatio… https://t.co/THk1B1rOa2
negative,1.23700108935193E+018,“Nothing he said could be described as anti-Muslim hatred at all”  Spectator editor Fraser Nelson says Labour is pa… https://t.co/XpQwpkXXXb
positive,1.23408597966683E+018,"NCTzens, we cherish your outpouring love and support for #NCTDREAMSHOWinMANILA. We hope our memories will add to th… https://t.co/F1kU7AF1tV"
negative,1.23635466937667E+018,"“Best guess epidemiology” from the American Hospital Association:  480,000 deaths from coronavirus  (compared to 57… https://t.co/JWtFOZGMy0"
neutral,1.23533651910534E+018,Curious if anyone is drawing any connection between the narrative that Bernie is failing to turn out new voters and… https://t.co/vta9xEfNFj
neutral,1.23754379952341E+018,ANYONE WANT OLD SCOOTERS?? EMOJI SCOOTER! DOGE SCOOTER! CUPCAKE SCOOTER!  3 WINNERS!!  ALL YOU HAVE TO DO IS:  ♡ LI… https://t.co/wYwf3do6OV
neutral,1.2365404906753E+018,"BREAKING: A cruise ship hit by the coronavirus is headed to the port of Oakland, California, the captain tells pass… https://t.co/bkfWJsXvY4"
positive,1.23950272495952E+018,McLaren confirm team member who tested positive for coronavirus in Melbourne 'is recovering well'  #F1  https://t.co/QV6zztOQh1
neutral,1.22408528857559E+018,"To all of you @MLS haters out there, this is for you.   #CoachJimmy https://t.co/E4NYbKyyRt"
positive,1.23345682733936E+018,"me being soft for 1 second:   MEETING YOU GUYS MAKES MY HEART FEEL SO FULL. I WILL TRY TO GIVE YOU THE BEST HUG EVER, YOU DESERVE THE WORLD."
positive,1.22348035316953E+018,where’s my captain america first avenger stans at? because that film isn’t boring or bland let me tell you
neutral,1.23754776697431E+018,"The DNC is creating a whole generation of third party voters/sit it outters and will never win again and frankly, see you in hell boys!!"
negative,1.23605453211688E+018,A leaked presentation reveals the document US hospitals are using to prepare for a major coronavirus outbreak. It e… https://t.co/3InqLEIpf7
positive,1.22352758022733E+018,Not Available
negative,1.22359579996093E+018,Not Available
neutral,1.23817073503558E+018,Not Available
positive,1.23817943170261E+018,"On tomorrow night’s episode of #shahs, we head to Sara’s house for a pool party &amp; 👹 was apparently invited by someo… https://t.co/QaJ3sFJntt"
positive,1.23504367141572E+018,Let's spread some of that Sonic the Hedgehog love!  🦔🦔🦔 https://t.co/Kgvo5qdsvP
negative,1.22357948589687E+018,"How to watch, live stream Trump's Super Bowl pregame interview https://t.co/jWO18N8jbd"
negative,1.23624144500002E+018,A crime  Tories are pushing ahead with the closure of 10+ Hospitals &amp; Walk Ins despite Coronavirus  -Orsett Hospita… https://t.co/HOdk2HAAeM
negative,1.22375225584691E+018,The Fox Corporation (The owners of Fox News) are trying to bully Roku by using the Superbowl as a bargaining chip.… https://t.co/r4QX49WGtI
neutral,1.23243876044222E+018,"This virus is really, really not a place for punditry. Experts study effective outbreak responses and live for thes… https://t.co/MA2NI1qNb2"
negative,1.238070311331E+018,.@realDonaldTrump is miserable. He hates the job. It’s now a nightmare for him. He’s failing on every conceivable l… https://t.co/hLmvuQYjgf
neutral,1.23634333108245E+018,#Coronavirus week 2… https://t.co/QVb14zuDXi
positive,1.2244255285868E+018,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your part… https://t.co/jdi9ZSGusu
positive,1.2359411252629E+018,🚨🚨 #Coronavirus Cure News?   “We have started testing that vaccine in the laboratory and we’ve been VERY EXCITED BY… https://t.co/DYHfv6eOzs
negative,1.23356904094319E+018,Donald Trump Jr. said today  that Democrats are hoping millions of people die from this virus so it hurts Trump.  I… https://t.co/Xm1Vax8MWO
positive,1.22443428150358E+018,: o it’s my birthday https://t.co/G8IHJpHzkG
positive,1.2235510731531E+018,"BTS FEBRUARY SCHEDULE:  02/03 Comeback Trailer: EGO 02/05 CONNECT, BTS : New York 02/10 Concept Photo 1 02/11 Conce… https://t.co/2bA8ZCUjLH"
neutral,1.23336020918106E+018,This is the complete DNA of the Coronavirus (SARS-CoV-2). We are being attacked by a 8 kilobytes virus. Remember th… https://t.co/Gyl2KESREr
negative,1.22223997589212E+018,This is not normal. https://t.co/pvyLMQRV12
neutral,1.22248387582326E+018,"In the 2019 election Jeremy Corbyn got more likes and retweets than Tony Blair did in 1997, 2001 and 2005 COMBINED.  Let that sink in."
neutral,1.23657140123202E+018,The  British government is arguing that being a member of the European Aviation Safety Agency #EASA is incompatible… https://t.co/H8DwPlNpyC
positive,1.23459606849672E+018,Today is my birthday so... :) https://t.co/PDL4aAFBeU
neutral,1.2346690024729E+018,I really feel for people who get migraines and headaches often. This is helll
neutral,1.23705462715526E+018,3h ago I made a #BTC payment.   Default settings on Electrum.   Still unconfirmed.   Blockchair shows the TX sittin… https://t.co/YYxTs2fRsi
neutral,1.23813891281771E+018,"Dr. Fauci on testing: ""It is a failing. I mean let's admit it."" https://t.co/QUPTdHpIXR"
negative,1.23700412428308E+018,The party led by a guy who called Muslim women bank robbers &amp; letterboxes appoints an ex member of the Equality &amp; H… https://t.co/rXEBe5GslW
neutral,1.23413879396962E+018,"I don't feel like enough people talk about it the fact that, Jumba Jookiba And Wendy Pleakley are CLEARLY dating. https://t.co/cc9AtPFiDR"
neutral,1.22364442747592E+018,UNHCR believes 2020 can be the Year of Change for Refugee Protection! Starting with the Croatian Presidency of the… https://t.co/CdHBTzY5qR
neutral,1.2396747013179E+018,"#Jets current OL  LT: None LG: None C: None RG: Brian Winters RT: Chuma Edoga  Left tackle should come in draft, bu… https://t.co/MeUmBRv4nh"
neutral,1.23643851598386E+018,"A California man who died of the novel coronavirus brought it onboard the Grand Princess cruise ship, officials sai… https://t.co/vZ2gXxNo1Y"
